"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Raissa Louise Roque Filho";161.125.947-58;"Alias id debitis sit tempora voluptatem.";01/04/2026;21/04/2026;Pendente;13.941,14;3.823,24;17.764,38;0,00
"Edson Nicolas Matias";724.070.010-34;"Dolore occaecati molestias molestias.";10/03/2026;21/04/2026;Pendente;17.914,05;5.322,80;23.236,85;0,00
"Dr. Michael Ferreira";789.230.403-56;"Et nemo tenetur aut aut.";19/03/2026;21/04/2026;Pendente;14.068,79;4.433,73;18.502,52;0,00
"Dr. Rodrigo Benedito Aranda";320.983.412-98;"Odio et omnis ut qui magnam.";17/03/2026;21/04/2026;Pendente;2.695,44;421,52;3.116,96;0,00
"Sr. Kauan Ávila";215.977.501-21;"Enim suscipit excepturi ipsa cum nesciunt.";19/03/2026;21/04/2026;Pendente;18.032,82;6.257,44;24.290,26;0,00
"Sra. Cristina Uchoa Neto";650.029.830-40;"Autem numquam incidunt velit et.";05/04/2026;21/04/2026;Pendente;2.085,10;1.009,85;3.094,95;0,00
"Dr. Iasmin Serna Gonçalves Filho";364.960.057-02;"Quo repellat nobis labore molestiae.";03/04/2026;21/04/2026;Pendente;16.963,78;6.803,11;23.766,89;0,00
"Ingrid Karine Rosa Jr.";894.578.442-73;"Rerum sed soluta ut ut repudiandae.";04/04/2026;21/04/2026;Pendente;15.205,33;1.503,21;16.708,54;0,00
"Dr. Dener Verdugo";809.652.933-37;"Iusto eos dignissimos tempora harum sed.";07/03/2026;21/04/2026;Pendente;18.101,73;3.138,26;21.239,99;0,00
"Louise Sanches Ferminiano";326.437.993-08;"Eum omnis fugit ad error et.";02/03/2026;21/04/2026;Pendente;3.460,95;1.150,10;4.611,05;0,00
"Sra. Valéria Vasques Valentin Sobrinho";032.976.865-39;"Nisi laudantium ducimus perferendis sed culpa.";18/03/2026;21/04/2026;Pendente;15.646,06;4.689,00;20.335,06;0,00
"Sr. Cláudio Gusmão Sobrinho";571.082.429-74;"Accusamus maxime et minus.";28/02/2026;21/04/2026;Pendente;15.520,81;1.429,58;16.950,39;0,00
"Aurora Marinho Neto";096.451.467-95;"Ratione sint et eum.";29/03/2026;21/04/2026;Pendente;11.145,65;4.823,89;15.969,54;0,00
"Marta Garcia Santiago Neto";319.925.897-45;"Earum nihil ut debitis inventore assumenda.";20/03/2026;21/04/2026;Pendente;17.447,84;4.855,53;22.303,37;0,00
"Srta. Cristiana Estrada Ramos Jr.";222.208.751-24;"Dolorem ut dolor quasi autem culpa.";22/03/2026;21/04/2026;Pendente;3.394,45;1.698,14;5.092,59;0,00
"Dr. Pedro Abreu Quintana Filho";111.750.616-68;"Itaque dolorum et et consequatur asperiores.";21/03/2026;21/04/2026;Pendente;16.242,71;4.331,63;20.574,34;0,00
"Dr. Graziela Stefany Gomes Filho";694.402.028-60;"Voluptas ut vel est placeat hic.";02/03/2026;21/04/2026;Pendente;2.774,45;220,81;2.995,26;0,00
"Antônio Vega Sobrinho";220.758.055-03;"Assumenda rerum quia aut voluptatem.";30/03/2026;21/04/2026;Pendente;14.997,66;3.045,47;18.043,13;0,00
"Alana Sandoval de Arruda Filho";269.118.670-42;"Ipsa nam nisi minima incidunt.";04/04/2026;21/04/2026;Pendente;2.489,53;131,16;2.620,69;0,00
"Srta. Sueli Assunção Jr.";159.312.359-63;"Quae nam laborum.";24/02/2026;21/04/2026;Pendente;13.977,73;1.000,73;14.978,46;0,00
"Dr. Eric Simão Urias";413.463.937-32;"Aut neque sed a et.";01/03/2026;21/04/2026;Pendente;9.026,10;2.933,55;11.959,65;0,00
"Juan Cláudio Azevedo";889.383.632-49;"Quibusdam deleniti commodi qui veritatis aut.";12/03/2026;21/04/2026;Pendente;6.349,63;3.695,54;10.045,17;0,00
"Paula Tessália Grego Filho";736.138.465-38;"Expedita quis repellat non ex expedita.";12/03/2026;21/04/2026;Pendente;15.090,03;1.046,98;16.137,01;0,00
"Walter Théo Padilha";889.544.777-52;"Rem mollitia harum aliquam minus.";14/03/2026;21/04/2026;Pendente;15.737,15;8.851,25;24.588,40;0,00
"Dr. Adriano Gilberto Barros Neto";152.176.581-47;"Fuga nihil laboriosam cupiditate.";04/03/2026;21/04/2026;Pendente;12.611,62;1.275,27;13.886,89;0,00
"Sra. Sophia da Rosa Rosa";897.031.324-84;"Quia consequuntur voluptatum aut quo ullam.";18/03/2026;21/04/2026;Pendente;4.679,55;2.200,23;6.879,78;0,00
"Enzo Sandro Romero";103.835.665-50;"Sequi dolorum quis in eum.";17/03/2026;21/04/2026;Pendente;1.941,75;359,76;2.301,51;0,00
"Srta. Daiana Clara Paz Jr.";067.308.080-17;"Architecto fuga quas quo et omnis.";20/03/2026;21/04/2026;Pendente;15.020,20;1.363,24;16.383,44;0,00
"Victor Jácomo Delatorre";007.833.824-63;"Ut amet aspernatur rerum blanditiis eligendi.";21/02/2026;21/04/2026;Pendente;6.996,75;319,86;7.316,61;0,00
"Thomas Franco Sobrinho";742.483.715-57;"Cum rerum et.";12/03/2026;21/04/2026;Pendente;15.032,54;4.590,07;19.622,61;0,00
"Cristiano Afonso Aragão";442.965.457-67;"Ratione et doloremque vel in.";22/02/2026;21/04/2026;Pendente;7.695,61;2.911,80;10.607,41;0,00
"Alana Sandoval de Arruda Filho";269.118.670-42;"Architecto laborum magni harum.";05/03/2026;21/04/2026;Pendente;7.678,91;1.208,06;8.886,97;0,00
"Sr. Aaron Victor Batista Jr.";356.342.479-59;"Suscipit dolor at voluptatem.";21/03/2026;21/04/2026;Pendente;2.134,24;649,48;2.783,72;0,00
"Sr. Thiago Andres Ortega";571.174.415-52;"Nam ut mollitia et.";20/02/2026;21/04/2026;Pendente;19.790,00;6.493,74;26.283,74;0,00
"Dr. Sônia Sandoval Sobrinho";930.216.189-00;"Necessitatibus ipsum libero impedit.";05/04/2026;21/04/2026;Pendente;1.069,63;588,39;1.658,02;0,00
"Jasmin Micaela Serrano Jr.";967.074.665-46;"Quibusdam officia fuga aspernatur consequatur.";21/03/2026;21/04/2026;Pendente;9.622,47;1.432,74;11.055,21;0,00
"Paulo Sepúlveda Salazar";418.122.268-91;"Optio et repudiandae.";21/02/2026;21/04/2026;Pendente;3.985,00;2.302,70;6.287,70;0,00
"Cíntia Sandra Jimenes Jr.";331.427.335-67;"Et rerum fuga placeat.";05/03/2026;21/04/2026;Pendente;1.045,89;387,34;1.433,23;0,00
"Débora Marinho Saito";797.659.159-88;"Dignissimos nisi deleniti aut nam.";25/02/2026;21/04/2026;Pendente;6.103,23;1.043,64;7.146,87;0,00
"Sr. Heitor Aranda Jr.";608.424.698-75;"Neque voluptatem modi provident.";25/03/2026;21/04/2026;Pendente;13.954,34;6.279,55;20.233,89;0,00
"Raissa Rosa";087.688.354-36;"Amet exercitationem tempore.";11/03/2026;21/04/2026;Pendente;12.306,24;5.703,11;18.009,35;0,00
"Dr. Raphael Vasques Escobar Sobrinho";848.688.575-04;"Provident velit et quod voluptatem.";05/03/2026;21/04/2026;Pendente;18.780,31;3.078,26;21.858,57;0,00
"Srta. Josefina Thaís Ávila Sobrinho";457.645.290-10;"Voluptatem at veritatis libero.";31/03/2026;21/04/2026;Pendente;15.828,86;5.326,32;21.155,18;0,00
"Srta. Ohana Pontes Soares";334.395.880-46;"Et itaque magnam pariatur assumenda repudiandae.";19/03/2026;21/04/2026;Pendente;17.943,82;4.213,33;22.157,15;0,00
"Sr. Leonardo Pacheco Feliciano";885.571.178-14;"Aliquam possimus sed blanditiis velit.";28/03/2026;21/04/2026;Pendente;16.469,21;3.432,03;19.901,24;0,00
"Sr. Breno Carrara Jr.";881.191.937-77;"Sed sint nulla nostrum vitae autem.";27/02/2026;21/04/2026;Pendente;6.600,63;1.870,35;8.470,98;0,00
"Júlia Eva Ortiz";826.177.431-30;"Quia rerum consequatur eligendi reiciendis.";28/03/2026;21/04/2026;Pendente;4.139,75;657,11;4.796,86;0,00
"Sr. Emerson Oliveira Fidalgo Sobrinho";941.529.253-40;"A repellat soluta.";30/03/2026;21/04/2026;Pendente;13.178,40;5.660,03;18.838,43;0,00
"Aline Gisele Molina";817.695.177-96;"Repellat dolorum aut velit dolore adipisci.";20/02/2026;21/04/2026;Pendente;6.041,13;2.998,03;9.039,16;0,00
"Aparecida Laura da Cruz Neto";866.099.171-16;"Consequatur aperiam iusto vel aliquid.";24/03/2026;21/04/2026;Pendente;14.731,10;6.769,04;21.500,14;0,00
"Dr. Igor Reis Galhardo";528.995.015-90;"Cupiditate quo consequatur amet.";26/02/2026;21/04/2026;Pendente;17.867,00;1.709,97;19.576,97;0,00
"Srta. Lidiane Ingrid D'ávila";866.684.657-79;"Dolor aut perferendis praesentium nisi.";05/03/2026;21/04/2026;Pendente;8.512,28;2.282,91;10.795,19;0,00
"Dr. Taís Marinho Zambrano";084.840.794-44;"Explicabo sapiente quia quaerat id non.";05/03/2026;21/04/2026;Pendente;725,65;437,10;1.162,75;0,00
"Sr. Dante Cristian Leon";815.578.638-93;"Asperiores ipsa odit.";01/03/2026;21/04/2026;Pendente;2.477,98;1.225,50;3.703,48;0,00
"Bianca de Oliveira";768.218.920-57;"Quidem molestiae aperiam quidem.";02/04/2026;21/04/2026;Pago;15.095,07;0,00;15.095,07;4.352,67
"Dr. Maitê Valência Filho";870.158.803-75;"Doloremque aut qui a.";24/02/2026;21/04/2026;Pago;882,37;0,00;882,37;6.648,30
"Thiago Pablo Rocha Filho";154.563.353-88;"Et delectus maiores dolorem.";05/03/2026;21/04/2026;Pago;946,47;0,00;946,47;1.641,56
"Dr. Norma Rangel";726.373.425-39;"Libero iure nemo.";03/04/2026;21/04/2026;Pago;508,63;0,00;508,63;6.603,26
"Cristiana Domingues";062.292.769-55;"Odio labore at quia eius.";13/03/2026;21/04/2026;Pago;17.848,26;0,00;17.848,26;136,57
"Dr. Inácio Medina Filho";966.704.441-41;"Error eligendi consequatur atque.";19/03/2026;21/04/2026;Pago;10.211,81;0,00;10.211,81;17.461,42
"Vanessa Galindo Jr.";602.207.361-20;"Repudiandae eum dolore dolor.";14/03/2026;21/04/2026;Pago;4.280,95;0,00;4.280,95;19.800,60
"Sra. Michelle das Dores Caldeira";627.418.203-04;"Reiciendis perspiciatis nihil debitis aspernatur.";11/03/2026;21/04/2026;Pago;1.097,53;0,00;1.097,53;7.123,07
"Dr. Sabrina Sales Bezerra";379.177.184-18;"Distinctio similique aut.";15/03/2026;21/04/2026;Pago;11.638,83;0,00;11.638,83;5.442,32
"Thalia Romero Furtado Neto";642.427.536-82;"Distinctio similique id.";06/03/2026;21/04/2026;Pago;9.632,97;0,00;9.632,97;2.399,57
"Heloise Casanova Sobrinho";557.623.151-32;"Sint illo provident fugiat illo.";29/03/2026;21/04/2026;Pago;19.825,63;0,00;19.825,63;11.912,85
"Pietra Galindo Valência";412.896.942-41;"Commodi enim facere aliquid eum.";28/02/2026;21/04/2026;Pago;15.404,17;0,00;15.404,17;6.199,42
"Victor Delgado Prado Neto";576.934.713-50;"Temporibus optio fugiat.";28/02/2026;21/04/2026;Pago;12.162,17;0,00;12.162,17;12.948,94
"Sra. Alice Sabrina Pena Sobrinho";296.724.767-29;"Perferendis minima molestiae optio.";28/03/2026;21/04/2026;Pago;1.340,75;0,00;1.340,75;10.676,33
"Gabi Zamana da Rosa";090.797.295-57;"Eum magni perspiciatis quo officia nostrum.";21/03/2026;21/04/2026;Pago;4.122,37;0,00;4.122,37;17.854,36
"Kauan Caldeira Filho";389.436.471-96;"Rerum mollitia est et.";11/03/2026;21/04/2026;Pago;1.449,58;0,00;1.449,58;15.278,68
"Dr. Alexandre Galhardo Neto";081.401.961-32;"Sint sint perspiciatis dolores quibusdam.";10/03/2026;21/04/2026;Pago;13.328,50;0,00;13.328,50;18.195,47
"Sra. Juliana Delgado";764.994.108-67;"Qui et eveniet ut hic.";05/04/2026;21/04/2026;Pago;995,11;0,00;995,11;1.306,28
"Dr. Téo da Cruz";726.462.381-32;"Earum cum asperiores et qui excepturi.";13/03/2026;21/04/2026;Pago;12.495,94;0,00;12.495,94;12.232,18
"Alexandre Galindo";219.210.077-45;"Est non veniam quia officia sint.";01/04/2026;21/04/2026;Pago;1.115,52;0,00;1.115,52;6.172,20
"Srta. Josefina Thaís Ávila Sobrinho";457.645.290-10;"Sed corporis cupiditate enim.";05/03/2026;21/04/2026;Pago;8.737,04;0,00;8.737,04;703,26
"Heloise Casanova Sobrinho";557.623.151-32;"Omnis cum quis neque architecto ut.";28/02/2026;21/04/2026;Pago;239,29;0,00;239,29;6.601,94
"Sra. Michelle das Dores Caldeira";627.418.203-04;"Natus cumque ipsum quia nam.";21/02/2026;21/04/2026;Pago;1.590,71;0,00;1.590,71;7.711,33
"Dr. Lucio Salazar Sobrinho";559.512.447-92;"Neque expedita rem assumenda.";25/02/2026;21/04/2026;Pago;10.936,26;0,00;10.936,26;10.815,19
"Dr. Natan Mateus Aragão";898.703.665-43;"Sapiente odio dignissimos laudantium.";21/03/2026;21/04/2026;Pago;5.647,13;0,00;5.647,13;7.443,39
"Milene Mascarenhas Neto";198.018.953-87;"Rerum odio voluptatem nobis alias.";25/03/2026;21/04/2026;Pago;7.673,55;0,00;7.673,55;10.641,10
"Srta. Poliana Queirós Neto";290.277.613-04;"Quod aut quae quo.";22/02/2026;21/04/2026;Pago;3.066,34;0,00;3.066,34;14.657,93
"Rebeca Sepúlveda Santana";335.608.189-36;"Assumenda doloremque veritatis dolores odit.";27/03/2026;21/04/2026;Pendente;15.544,95;5.296,01;20.840,96;0,00
"Sheila Milene Fidalgo";667.371.412-25;"Est magni qui a veniam labore.";31/03/2026;21/04/2026;Pendente;10.372,58;573,70;10.946,28;0,00
"Saulo Escobar";461.287.253-29;"Iure in omnis excepturi sequi.";21/03/2026;21/04/2026;Pendente;2.899,34;1.345,28;4.244,62;0,00
"Dr. Tessália Lovato";973.165.521-42;"Incidunt odit eos.";27/02/2026;21/04/2026;Pendente;6.043,70;1.681,89;7.725,59;0,00
"Sr. Wellington de Freitas Velasques";140.578.075-32;"Velit culpa aut consequuntur.";26/02/2026;21/04/2026;Pendente;7.054,77;402,55;7.457,32;0,00
"Dr. Antonella Lilian Estrada";266.568.000-42;"Et dignissimos rerum.";21/03/2026;21/04/2026;Pendente;1.246,09;53,72;1.299,81;0,00
"Sra. Nádia Vega Jimenes";291.346.587-13;"Voluptatem doloremque dicta sequi.";23/02/2026;21/04/2026;Pendente;13.925,06;4.986,63;18.911,69;0,00
"Sr. André Santiago Serrano";605.938.222-16;"Eligendi nostrum accusamus quia.";09/03/2026;21/04/2026;Pendente;953,05;285,13;1.238,18;0,00
"Srta. Paulina Feliciano Zambrano";303.354.274-90;"Aut laborum aut.";31/03/2026;21/04/2026;Pendente;1.862,07;180,73;2.042,80;0,00
"Srta. Ruth Mary Rivera Filho";479.173.812-19;"Quia rerum ad voluptas odit impedit.";02/04/2026;21/04/2026;Pendente;19.105,45;8.650,87;27.756,32;0,00
"Miriam Medina Neto";308.269.833-44;"Expedita aut dolores quos et eligendi.";22/03/2026;21/04/2026;Pendente;17.265,98;2.944,26;20.210,24;0,00
"Guilherme Rocha Furtado";565.055.200-06;"Est rerum rem enim veniam sed.";06/04/2026;21/04/2026;Pendente;18.515,02;9.304,90;27.819,92;0,00
"Dr. Cíntia Regina Santos";054.593.867-42;"Architecto voluptas architecto.";23/02/2026;21/04/2026;Pendente;17.993,26;8.157,33;26.150,59;0,00
"Isabel Medina";201.041.532-00;"Quos est veniam omnis voluptatem.";19/03/2026;21/04/2026;Pendente;563,93;334,95;898,88;0,00
"Raquel Valência";139.667.920-47;"Et voluptatem praesentium velit.";18/03/2026;21/04/2026;Pendente;12.004,22;716,55;12.720,77;0,00
"Srta. Natália Campos Filho";121.146.349-01;"Voluptatem quisquam sunt odit distinctio.";20/02/2026;21/04/2026;Pendente;13.305,45;1.888,16;15.193,61;0,00
"Estela Teles Valência";745.779.029-01;"Nobis qui voluptates dolor placeat ut.";23/03/2026;21/04/2026;Pendente;1.244,80;308,31;1.553,11;0,00
"Dr. Maísa Hortência Alves";443.061.162-29;"Ut asperiores illo eum consequatur aliquam.";27/03/2026;21/04/2026;Pendente;6.062,49;2.953,37;9.015,86;0,00
"Clarice Laura Faro Sobrinho";479.575.790-04;"Ea consequatur molestiae est.";20/02/2026;21/04/2026;Pendente;17.940,69;8.638,09;26.578,78;0,00
"Juliano Ícaro Rodrigues Neto";321.448.814-59;"Et ratione itaque vero.";08/03/2026;21/04/2026;Pendente;18.084,97;10.118,44;28.203,41;0,00
"Raquel Joyce Maldonado";379.961.394-95;"Iure amet doloremque.";05/04/2026;21/04/2026;Pendente;4.334,47;296,91;4.631,38;0,00
"Fernando Benites Sepúlveda Jr.";861.361.691-49;"Nisi quia sit fugit.";18/03/2026;21/04/2026;Pendente;12.108,96;4.633,70;16.742,66;0,00
"Sr. Raphael Ramires Jr.";111.347.928-58;"Earum voluptatibus ut commodi qui nobis.";20/03/2026;21/04/2026;Pendente;13.516,68;7.002,79;20.519,47;0,00
"Isabella Assunção";643.384.422-75;"Dolor et dolores et.";25/03/2026;21/04/2026;Pendente;7.042,58;2.935,72;9.978,30;0,00
"Srta. Luciana Prado Brito";879.123.049-53;"Aperiam officiis dolorum ipsa praesentium.";05/03/2026;21/04/2026;Pendente;15.828,07;1.614,83;17.442,90;0,00
"Dr. Gian Wellington Arruda";996.035.332-92;"Dolorem omnis beatae dolorem voluptatibus harum.";16/03/2026;21/04/2026;Pago;6.850,41;0,00;6.850,41;1.623,05
"Wesley Dante Verdugo";405.411.688-73;"Eaque cumque ipsa autem.";26/03/2026;21/04/2026;Pago;8.364,56;0,00;8.364,56;1.756,24
"Guilherme Sebastião Souza Filho";872.237.342-28;"Qui occaecati in voluptas voluptas in.";19/03/2026;21/04/2026;Pago;19.911,29;0,00;19.911,29;18.804,87
"Sra. Milena Thalissa de Freitas Jr.";285.731.219-36;"Voluptatem et ratione dolor eos repellat.";05/03/2026;21/04/2026;Pago;5.883,51;0,00;5.883,51;14.371,86
"Antonella Fonseca Rangel";987.231.564-33;"Ut qui sapiente.";09/03/2026;21/04/2026;Pago;19.744,84;0,00;19.744,84;6.023,26
"Antônio Francisco Matos";761.227.729-34;"Nisi consequuntur cupiditate aut et corrupti.";27/02/2026;21/04/2026;Pago;5.232,78;0,00;5.232,78;1.139,70
"Reinaldo Soto";957.951.876-22;"Amet rerum quod.";02/03/2026;21/04/2026;Pago;19.780,35;0,00;19.780,35;17.285,11
"Dr. Raphael Vasques Escobar Sobrinho";848.688.575-04;"Maiores ratione odio voluptatem.";02/03/2026;21/04/2026;Pago;18.595,17;0,00;18.595,17;4.148,53
"Dr. César Medina Neto";847.730.860-31;"Voluptas porro et ut unde.";04/04/2026;21/04/2026;Pago;10.425,33;0,00;10.425,33;12.408,00
"Dr. Mário Vega Jr.";791.718.008-64;"Delectus aut sunt consequatur.";03/03/2026;21/04/2026;Pago;831,86;0,00;831,86;9.532,21
"Dr. Noel Wilson Azevedo";398.521.684-96;"Optio quam dignissimos et eveniet.";25/03/2026;21/04/2026;Pago;13.768,48;0,00;13.768,48;5.435,79
"Pedro Serna Salazar";633.471.644-43;"Et cum sit dolor.";19/03/2026;21/04/2026;Pago;1.559,08;0,00;1.559,08;937,87
"Sra. Sabrina D'ávila Cortês";537.424.305-11;"Minus mollitia vel facilis occaecati.";24/02/2026;21/04/2026;Pago;5.753,82;0,00;5.753,82;2.741,13
"Hugo Toledo Pedrosa";943.320.350-87;"Tempora voluptatem aliquid hic eum.";31/03/2026;21/04/2026;Pago;17.369,83;0,00;17.369,83;4.184,32
"Noel Jimenes Ferraz Jr.";598.996.415-65;"Placeat molestiae animi.";26/02/2026;21/04/2026;Pago;9.051,22;0,00;9.051,22;11.835,93
"Iasmin Marin Filho";090.731.112-95;"Numquam at tempora.";02/04/2026;21/04/2026;Pago;813,81;0,00;813,81;14.502,61
"Vicente Correia Assunção";475.859.810-61;"Hic nemo magnam assumenda.";29/03/2026;21/04/2026;Pago;15.156,46;0,00;15.156,46;6.472,78
"Paula Tessália Grego Filho";736.138.465-38;"Tempore enim earum sint enim quod.";27/02/2026;21/04/2026;Pago;11.517,31;0,00;11.517,31;10.445,03
"Lilian Nicole de Freitas Neto";897.390.813-28;"Magni autem iste.";01/03/2026;21/04/2026;Pago;5.724,17;0,00;5.724,17;18.380,54
"Maicon Abreu Torres Sobrinho";471.381.202-01;"Est perspiciatis sunt accusantium.";19/03/2026;21/04/2026;Pago;424,02;0,00;424,02;15.669,57
"Fábio Pedrosa Zamana Sobrinho";643.262.519-29;"Nam molestiae autem qui.";19/03/2026;22/04/2026;Pago;19.406,12;0,00;19.406,12;12.355,44
"Agostinho de Souza";887.656.479-86;"Illo similique non et ut.";25/03/2026;22/04/2026;Pago;14.344,71;0,00;14.344,71;12.231,80
"Sra. Emilly da Cruz Galhardo Filho";088.911.480-36;"Illo sint cumque vel.";01/04/2026;22/04/2026;Pago;12.023,83;0,00;12.023,83;9.482,64
"Juliana Taís Meireles";005.939.337-67;"Laboriosam quidem itaque aut.";28/03/2026;22/04/2026;Pago;7.581,37;0,00;7.581,37;19.918,33
"Christopher Emerson Marques";955.719.950-94;"Numquam enim eius incidunt.";22/03/2026;22/04/2026;Pago;15.307,36;0,00;15.307,36;5.720,33
"Dr. Jennifer Isadora Jimenes Sobrinho";997.383.544-17;"Doloribus et sint earum enim.";31/03/2026;22/04/2026;Pago;5.413,85;0,00;5.413,85;9.525,42
"Sr. André Batista";825.572.076-86;"Ullam aliquid dolores minus porro commodi.";31/03/2026;22/04/2026;Pago;10.030,47;0,00;10.030,47;15.777,25
"Richard Uchoa Filho";463.529.487-90;"Tempora voluptatem recusandae blanditiis.";06/03/2026;22/04/2026;Pago;3.074,56;0,00;3.074,56;7.484,89
"Dr. Giovane Marques de Souza Jr.";973.196.342-67;"Necessitatibus iure ipsum.";11/03/2026;22/04/2026;Pago;1.701,96;0,00;1.701,96;18.911,35
"Sra. Dayana Matias Padrão Neto";592.252.627-16;"Soluta voluptatem deserunt recusandae.";25/03/2026;22/04/2026;Pago;2.965,80;0,00;2.965,80;18.296,35
"Dr. Samuel D'ávila Galindo";377.637.932-62;"Facilis vitae architecto culpa excepturi.";01/04/2026;22/04/2026;Pago;17.502,49;0,00;17.502,49;1.913,95
"Dr. Maitê Bittencourt Colaço Sobrinho";425.070.860-17;"Facilis voluptatem numquam qui.";22/03/2026;22/04/2026;Pago;13.682,15;0,00;13.682,15;9.503,71
"Sra. Cynthia Duarte Corona";756.887.064-06;"Corporis quo quibusdam dignissimos repellendus.";29/03/2026;22/04/2026;Pago;4.758,57;0,00;4.758,57;16.455,22
"Sr. Hernani Miguel Fonseca Neto";840.100.537-61;"Eum in et et voluptas atque.";16/03/2026;22/04/2026;Pago;9.967,53;0,00;9.967,53;18.070,90
"Sr. Flávio Leo Vega";753.271.957-89;"Ipsa tempora voluptatibus temporibus qui sed.";01/03/2026;22/04/2026;Pago;6.573,75;0,00;6.573,75;8.711,71
"Valentin Barros";118.698.092-93;"Voluptates nemo molestias cumque corrupti tenetur.";05/03/2026;22/04/2026;Pago;12.428,09;0,00;12.428,09;19.316,39
"Otávio Matos Sobrinho";851.377.106-83;"Dignissimos exercitationem sed animi itaque maiores.";28/03/2026;22/04/2026;Pago;6.051,03;0,00;6.051,03;18.233,45
"Théo Soares Fernandes Sobrinho";248.979.350-25;"Laudantium aut error inventore ad fugit.";13/03/2026;22/04/2026;Pago;7.236,46;0,00;7.236,46;9.978,86
"Mário de Oliveira Neto";394.187.737-74;"Vero saepe quaerat maxime excepturi.";21/03/2026;22/04/2026;Pago;15.843,97;0,00;15.843,97;129,88
"Dener Christian Salas Sobrinho";965.930.893-30;"Laborum ipsam temporibus qui.";04/03/2026;22/04/2026;Pago;4.043,45;0,00;4.043,45;14.583,46
"Dr. Regiane Souza Cervantes";806.754.528-50;"Eos qui nemo.";21/02/2026;22/04/2026;Pago;19.818,54;0,00;19.818,54;17.148,81
"Anderson Santiago";766.629.741-45;"Eos voluptas culpa aliquam.";22/03/2026;22/04/2026;Pago;11.803,04;0,00;11.803,04;12.900,38
"Sr. Diogo Campos";533.199.987-27;"Exercitationem et cupiditate.";25/03/2026;22/04/2026;Pago;14.927,01;0,00;14.927,01;11.232,99
"Gisela Karine Rangel Sobrinho";059.692.964-48;"Quod sapiente vero consequatur perferendis ut.";18/03/2026;22/04/2026;Pago;7.937,79;0,00;7.937,79;12.528,18
"Srta. Eunice Azevedo D'ávila Jr.";658.540.953-15;"Ut quia labore quibusdam.";03/03/2026;22/04/2026;Pago;14.971,80;0,00;14.971,80;16.326,23
"Lavínia Maya Bittencourt";506.477.118-70;"Dolores harum ut in exercitationem voluptatem.";27/02/2026;22/04/2026;Pago;4.433,71;0,00;4.433,71;9.163,68
"Tatiane Campos Solano";753.096.540-72;"Perferendis distinctio rem necessitatibus.";23/02/2026;22/04/2026;Pago;17.539,76;0,00;17.539,76;4.094,30
"Sra. Elisa Juliana Gonçalves Filho";337.654.941-68;"Consequuntur qui quas.";28/03/2026;22/04/2026;Pago;1.046,13;0,00;1.046,13;11.660,97
"Ariane Sônia Zambrano Jr.";155.508.623-28;"Facilis et quibusdam aut.";14/03/2026;22/04/2026;Pago;10.517,92;0,00;10.517,92;3.838,39
"Bárbara Milene Campos";861.948.996-93;"Et officia quis.";21/03/2026;22/04/2026;Pago;15.787,86;0,00;15.787,86;15.854,38
"Débora Marinho Saito";797.659.159-88;"Corporis fugit assumenda.";03/04/2026;22/04/2026;Pago;12.717,61;0,00;12.717,61;13.309,11
"Jerônimo Pena Zamana Filho";415.975.216-12;"Autem cumque corrupti dolor.";01/03/2026;22/04/2026;Pago;5.234,63;0,00;5.234,63;10.540,18
"Yasmin Heloísa Pena";814.211.136-27;"Possimus voluptate tenetur explicabo ipsum.";19/03/2026;22/04/2026;Pago;1.466,84;0,00;1.466,84;6.294,00
"Cíntia Sandra Jimenes Jr.";331.427.335-67;"Et repellendus tempore.";08/03/2026;22/04/2026;Pago;17.398,40;0,00;17.398,40;12.331,27
"Pâmela Madeira Neto";027.709.817-24;"Unde esse ea ut autem.";31/03/2026;22/04/2026;Pago;17.404,95;0,00;17.404,95;12.189,85
"Emanuelly das Neves Neto";911.637.939-87;"Sint et veritatis rerum in.";30/03/2026;22/04/2026;Pago;4.387,65;0,00;4.387,65;12.385,07
"Eloá Galhardo Neto";396.779.067-43;"Deleniti autem necessitatibus voluptatem veritatis.";05/03/2026;22/04/2026;Pago;4.945,69;0,00;4.945,69;2.932,76
"Dr. Matias Santana Pereira";092.484.087-66;"Et est aut necessitatibus.";26/03/2026;22/04/2026;Pendente;4.211,40;727,82;4.939,22;0,00
"Dr. Joaquim Oliveira Amaral";162.430.309-21;"Molestiae non et.";22/03/2026;22/04/2026;Pendente;2.040,91;467,04;2.507,95;0,00
"Karen Patrícia Verdara Jr.";252.751.293-06;"Iste earum commodi quasi odit.";27/02/2026;22/04/2026;Pendente;1.904,47;393,42;2.297,89;0,00
"Victor Jácomo Delatorre";007.833.824-63;"Dolor explicabo in dignissimos.";26/03/2026;22/04/2026;Pendente;13.386,01;997,56;14.383,57;0,00
"Louise Sanches Ferminiano";326.437.993-08;"Veritatis sapiente culpa consequatur blanditiis.";26/02/2026;22/04/2026;Pendente;12.970,91;5.433,65;18.404,56;0,00
"Pâmela Dias Bonilha";911.450.336-12;"Aperiam ipsum earum quia neque.";22/03/2026;22/04/2026;Pendente;819,16;230,45;1.049,61;0,00
